id,carat,cut,color,clarity,depth,table,x,y,z,price
4689,0.38,Premium,D,VVS2,60.0,62.0,4.73,4.7,2.83,7.136
4690,0.31,Ideal,E,VVS2,61.4,58.0,4.33,4.37,2.67,6.627
4691,1.52,Ideal,F,VS2,62.5,55.0,7.42,7.31,4.6,9.61
4692,0.33,Ideal,G,VVS2,62.7,55.0,4.41,4.46,2.78,6.623
4693,1.04,Very Good,E,SI1,63.5,56.0,6.41,6.37,4.06,8.591
4694,1.04,Ideal,F,SI1,59.9,56.0,6.64,6.58,3.96,8.39
4695,1.77,Premium,J,SI1,61.3,59.0,7.83,7.71,4.76,9.18
4696,0.5,Good,E,SI1,65.5,56.0,4.9,4.99,3.24,7.035
4697,1.29,Ideal,F,SI2,61.7,54.0,7.08,6.99,4.34,8.781
4698,1.1,Ideal,F,I1,61.3,56.9,6.62,6.68,4.08,8.195
4699,0.42,Ideal,G,VS1,61.8,56.0,4.8,4.84,2.98,6.825
4700,0.31,Very Good,F,VVS1,62.4,57.0,4.3,4.32,2.69,6.799
4701,0.23,Very Good,E,VVS1,62.2,59.0,3.92,3.96,2.45,6.142
4702,0.31,Ideal,G,SI2,60.5,57.0,4.4,4.36,2.65,6.26
4703,0.73,Ideal,H,VS2,62.7,55.0,5.72,5.76,3.6,7.935
4704,0.57,Very Good,E,VS2,62.1,59.0,5.29,5.27,3.28,7.499
4705,2.09,Ideal,I,SI2,61.2,57.0,8.27,8.19,5.04,9.542
4706,1.01,Premium,H,VS1,61.6,57.0,6.47,6.38,3.96,8.546
4707,1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,9.581
4708,1.02,Very Good,F,SI1,61.9,58.0,6.43,6.49,4.0,8.521
4709,2.0,Ideal,I,SI1,62.8,56.0,8.04,7.95,5.02,9.619
4710,2.1,Very Good,J,SI2,59.1,58.0,8.4,8.46,4.98,9.424
4711,2.09,Premium,H,SI2,61.0,60.0,8.28,8.19,5.02,9.228
4712,0.56,Ideal,D,VS2,62.7,57.0,5.28,5.25,3.3,7.521
4713,0.53,Very Good,F,SI1,59.6,58.0,5.28,5.33,3.16,7.131
4714,0.73,Premium,D,SI1,60.5,58.0,5.85,5.82,3.53,7.823
4715,0.81,Good,I,VS2,63.8,58.0,5.89,5.84,3.74,7.879
4716,1.01,Premium,D,SI1,60.0,60.0,6.51,6.45,3.89,8.62
4717,0.34,Ideal,H,VS1,62.7,55.0,4.51,4.48,2.82,6.64
4718,0.51,Very Good,D,VS2,63.7,55.0,5.05,5.09,3.23,7.377
4719,0.43,Very Good,I,SI2,61.5,54.0,4.86,4.89,3.0,6.538
4720,0.25,Premium,H,VVS1,59.8,59.0,4.07,4.09,2.44,6.109
4721,1.02,Good,H,SI2,64.0,57.0,6.41,6.37,4.09,8.204
4722,0.32,Ideal,H,VVS1,61.6,56.0,4.39,4.41,2.71,6.593
4723,1.01,Premium,G,VS1,60.9,58.0,6.47,6.43,3.93,8.837
4724,1.2,Ideal,G,VS1,62.0,57.0,6.81,6.78,4.21,9.071
4725,0.34,Premium,F,SI1,59.8,58.0,4.53,4.57,2.72,6.339
4726,0.7,Ideal,G,VS1,62.6,56.0,5.65,5.7,3.55,7.89
4727,1.53,Good,E,SI1,63.5,58.0,7.29,7.35,4.65,9.333
4728,0.23,Very Good,D,VVS1,62.4,58.0,3.91,3.97,2.46,6.273
4729,0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,6.874
4730,0.59,Ideal,I,VVS1,61.2,56.0,5.42,5.46,3.33,7.625
4731,1.01,Ideal,E,SI2,62.2,54.0,6.43,6.39,3.99,8.466
4732,1.01,Fair,I,SI2,68.1,59.0,6.14,6.11,4.17,8.024
4733,0.59,Ideal,G,VVS2,61.0,57.0,5.44,5.41,3.31,7.664
4734,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,5.979
4735,0.42,Ideal,G,VS2,61.2,56.0,4.84,4.8,2.95,6.991
4736,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,6.588
4737,0.72,Good,J,SI1,60.1,64.0,5.83,5.75,3.48,7.416
4738,0.4,Very Good,D,SI1,63.0,59.0,4.69,4.7,2.96,6.537
4739,0.3,Good,G,VS2,63.9,55.0,4.27,4.28,2.73,6.265
4740,0.4,Good,E,SI1,63.6,57.0,4.65,4.69,2.97,6.532
4741,0.4,Ideal,H,VVS2,61.1,55.0,4.75,4.78,2.91,6.766
4742,0.7,Ideal,G,VS2,61.8,57.0,5.68,5.71,3.52,7.982
4743,1.01,Ideal,H,SI1,62.9,55.0,6.35,6.4,4.01,8.471
4744,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,8.854
4745,0.55,Very Good,I,VS2,58.5,62.2,5.39,5.4,3.16,7.119
4746,1.0,Good,E,VS1,60.1,63.0,6.42,6.45,3.87,8.93
4747,1.15,Very Good,H,VS2,63.1,56.0,6.7,6.62,4.2,8.657
4748,1.01,Ideal,H,SI2,61.7,56.0,6.41,6.46,3.97,8.38
4749,0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,6.892
4750,0.9,Ideal,E,SI1,62.0,56.0,6.18,6.2,3.84,8.603
4751,1.6,Ideal,H,SI2,62.1,56.0,7.43,7.51,4.64,9.135
4752,1.0,Premium,H,VS2,60.7,60.0,6.55,6.49,3.96,8.503
4753,0.32,Ideal,E,VVS1,61.3,57.0,4.38,4.43,2.7,6.861
4754,1.03,Premium,D,VS2,62.9,59.0,6.43,6.38,4.03,8.951
4755,1.14,Good,G,SI2,63.7,58.0,6.62,6.54,4.19,8.412
4756,0.75,Premium,H,SI1,60.2,59.0,5.92,5.88,3.55,7.753
4757,0.9,Ideal,E,SI1,61.7,57.0,6.18,6.24,3.83,8.501
4758,0.38,Premium,D,VS1,61.9,60.0,4.62,4.66,2.87,6.973
4759,0.31,Good,H,VS1,64.0,59.0,4.28,4.25,2.73,6.548
4760,0.9,Ideal,H,SI2,61.8,57.0,6.17,6.19,3.82,8.319
4761,0.32,Premium,G,VS1,62.1,58.0,4.37,4.39,2.72,6.469
4762,0.37,Ideal,E,VS2,62.6,56.0,4.61,4.56,2.87,6.948
4763,1.1,Premium,G,VS2,61.2,62.0,6.64,6.6,4.05,8.803
4764,0.7,Good,H,VS2,59.7,57.0,5.75,5.8,3.45,7.761
4765,0.71,Premium,H,SI2,61.7,59.0,5.76,5.72,3.54,7.357
4766,0.3,Ideal,G,SI2,62.0,55.0,4.28,4.33,2.67,6.045
4767,0.79,Ideal,E,SI1,61.9,55.0,5.97,5.89,3.67,8.088
4768,0.71,Premium,I,SI2,60.3,58.0,5.78,5.72,3.47,7.559
4769,0.58,Very Good,E,SI1,61.5,58.0,5.31,5.36,3.28,7.261
4770,0.7,Ideal,F,SI1,62.6,57.0,5.59,5.62,3.51,7.805
4771,0.57,Premium,E,VS1,61.6,58.0,5.36,5.33,3.29,7.92
4772,1.32,Premium,H,VS1,61.3,58.0,7.09,7.01,4.32,8.692
4773,1.03,Ideal,F,I1,61.1,55.0,6.54,6.51,3.99,8.163
4774,2.01,Premium,I,SI2,62.3,59.0,8.01,7.97,4.98,9.408
4775,1.0,Fair,F,SI2,65.1,55.0,6.26,6.23,4.07,8.091
4776,0.51,Premium,E,SI2,61.8,58.0,5.08,5.11,3.15,7.071
4777,1.11,Very Good,H,VS2,62.4,58.0,6.57,6.69,4.14,8.603
4778,0.56,Premium,E,VS2,61.4,61.0,5.31,5.28,3.25,7.557
4779,0.33,Very Good,H,VVS1,62.5,55.0,4.43,4.47,2.78,6.54
4780,0.43,Ideal,E,VVS2,61.7,55.0,4.86,4.87,3.0,7.263
4781,0.59,Ideal,D,SI1,62.5,55.0,5.35,5.4,3.36,7.507
4782,1.02,Ideal,G,VVS2,61.6,57.0,6.45,6.47,3.98,9.036
4783,0.9,Very Good,G,VVS2,63.0,58.0,6.07,6.15,3.85,8.426
4784,1.0,Very Good,F,SI2,61.9,59.0,6.39,6.44,3.97,8.27
4785,0.26,Very Good,E,VVS2,60.8,61.0,4.12,4.13,2.51,6.335
4786,0.73,Premium,E,SI2,62.2,55.0,5.81,5.71,3.58,7.721
4787,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,8.566
4788,0.3,Premium,E,VS1,60.6,62.0,4.3,4.28,2.6,6.746
4789,0.39,Premium,J,VVS1,62.5,58.0,4.67,4.61,2.9,6.825
4790,0.55,Good,H,SI1,63.6,55.0,5.23,5.18,3.31,7.141
4791,1.01,Good,D,VS1,62.2,62.0,6.29,6.41,3.95,8.896
4792,0.53,Premium,G,VVS2,60.8,58.0,5.25,5.18,3.17,7.557
4793,0.59,Ideal,D,VS1,62.0,56.0,5.35,5.39,3.33,7.749
4794,1.12,Good,G,IF,59.6,56.0,6.8,6.85,4.07,9.102
4795,2.04,Premium,I,VS2,62.5,58.0,8.22,8.09,5.1,9.743
4796,0.71,Ideal,I,VVS1,61.4,56.0,5.73,5.76,3.53,7.866
4797,1.59,Very Good,D,VS2,61.4,60.0,7.47,7.6,4.63,9.461
4798,0.9,Premium,G,VS2,61.8,60.0,6.16,6.21,3.82,8.386
4799,1.27,Ideal,J,VS2,61.8,54.0,6.95,6.98,4.31,8.573
4800,1.01,Premium,H,VS2,61.3,59.0,6.41,6.45,3.94,8.55
4801,1.25,Ideal,H,SI1,62.2,57.0,6.86,6.9,4.28,8.804
4802,0.38,Ideal,F,VVS2,61.0,57.0,4.69,4.72,2.87,7.018
4803,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,7.613
4804,0.53,Ideal,H,SI1,60.8,56.0,5.27,5.29,3.21,7.145
4805,2.01,Very Good,G,SI2,61.3,60.0,8.08,8.17,4.98,9.543
4806,0.32,Premium,E,VVS2,61.5,58.0,4.36,4.42,2.7,6.736
4807,2.01,Good,I,SI1,62.2,61.0,7.94,8.01,4.96,9.64
4808,1.2,Very Good,J,VS1,63.1,59.0,6.75,6.65,4.23,8.59
4809,0.38,Ideal,F,VVS1,62.3,54.0,4.64,4.7,2.91,6.999
4810,1.51,Premium,I,VS2,62.3,60.0,7.35,7.29,4.56,9.105
4811,0.4,Premium,D,VS2,61.7,59.0,4.72,4.75,2.92,6.89
4812,0.58,Ideal,E,VS1,60.1,57.0,5.41,5.47,3.27,7.583
4813,0.9,Ideal,D,SI2,62.4,56.0,6.24,6.16,3.87,8.296
4814,1.01,Very Good,G,SI1,60.2,58.0,6.5,6.59,3.94,8.459
4815,0.23,Very Good,D,VVS1,61.3,61.0,3.94,3.99,2.43,6.198
4816,1.01,Very Good,F,SI2,62.2,58.0,6.33,6.38,3.95,8.374
4817,1.13,Ideal,D,SI1,61.8,56.0,6.74,6.68,4.15,8.689
4818,0.31,Ideal,G,VVS2,62.7,57.0,4.32,4.35,2.72,6.492
4819,0.32,Very Good,H,VS1,62.9,54.0,4.37,4.41,2.76,6.33
4820,0.7,Very Good,D,VS1,61.2,56.0,5.68,5.75,3.5,8.179
4821,0.3,Premium,I,VS1,61.6,60.0,4.27,4.3,2.64,6.159
4822,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,8.25
4823,0.71,Very Good,J,VS2,62.8,61.0,5.63,5.71,3.56,7.507
4824,1.27,Good,J,VS1,63.4,60.0,6.8,6.85,4.33,8.628
4825,1.52,Premium,D,SI2,59.1,58.0,7.48,7.45,4.41,9.206
4826,0.34,Premium,D,VVS2,60.1,58.0,4.53,4.55,2.73,6.892
4827,1.12,Good,G,SI2,56.7,62.0,6.91,6.86,3.9,8.333
4828,1.06,Very Good,D,VS2,62.8,55.0,6.53,6.56,4.11,8.902
4829,0.4,Premium,D,VS1,60.9,58.0,4.81,4.78,2.92,7.09
4830,1.71,Very Good,J,VS1,61.9,59.0,7.6,7.69,4.73,9.252
4831,0.71,Premium,H,SI2,61.5,60.0,5.72,5.7,3.51,7.51
4832,1.02,Ideal,E,SI1,62.2,57.0,6.41,6.45,4.0,8.622
4833,0.41,Premium,E,SI2,61.3,57.0,4.83,4.79,2.95,6.775
4834,0.43,Premium,E,SI2,61.2,59.0,4.82,4.89,2.97,6.574
4835,0.72,Very Good,G,SI2,62.5,56.0,5.68,5.71,3.56,7.64
4836,0.31,Premium,I,SI1,60.7,60.0,4.37,4.33,2.64,6.26
4837,0.9,Ideal,J,VS2,62.8,55.0,6.2,6.16,3.88,7.943
4838,0.31,Premium,H,SI1,61.7,59.0,4.39,4.36,2.7,6.324
4839,1.8,Ideal,F,SI1,61.4,54.0,7.86,7.82,4.81,9.701
4840,0.31,Ideal,D,VVS2,61.9,55.0,4.36,4.39,2.71,6.655
4841,0.31,Ideal,H,VS1,62.6,55.0,4.38,4.34,2.73,6.548
4842,0.8,Ideal,I,VS2,61.6,58.0,5.99,6.03,3.7,7.866
4843,0.4,Ideal,D,VVS2,62.5,55.0,4.73,4.77,2.97,6.918
4844,1.01,Premium,F,SI1,59.5,62.0,6.53,6.45,3.86,8.515
4845,0.63,Ideal,E,VS2,61.5,56.0,5.48,5.54,3.39,7.829
4846,2.04,Ideal,G,SI1,61.9,58.0,8.12,8.16,5.04,9.807
4847,0.57,Premium,D,VS2,61.9,58.0,5.35,5.32,3.3,7.624
4848,1.04,Premium,D,SI2,58.2,59.0,6.67,6.62,3.87,8.373
4849,0.8,Very Good,J,VS1,62.7,58.0,5.91,5.95,3.72,7.819
4850,0.42,Very Good,F,VS2,61.7,59.0,4.75,4.82,2.95,6.784
4851,1.01,Ideal,F,SI2,60.0,57.0,6.55,6.51,3.92,8.476
4852,1.0,Premium,F,VS2,61.9,59.0,6.38,6.34,3.94,8.632
4853,1.51,Premium,E,VS2,59.8,58.0,7.55,7.52,4.47,9.581
4854,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7,6.561
4855,2.19,Premium,E,SI2,62.4,61.0,8.31,8.23,5.16,9.811
4856,0.3,Very Good,F,SI1,62.1,61.0,4.25,4.29,2.65,6.215
4857,1.0,Very Good,F,VVS1,61.7,57.0,6.39,6.41,3.95,9.158
4858,1.03,Ideal,I,SI1,61.3,56.0,6.49,6.53,3.99,8.313
4859,0.72,Ideal,E,VS1,62.6,55.0,5.7,5.73,3.58,8.094
4860,1.0,Ideal,G,VS1,62.7,53.0,6.39,6.46,4.03,8.87
4861,0.4,Ideal,E,VVS1,60.8,57.0,4.79,4.82,2.92,7.153
4862,0.91,Ideal,I,VVS1,60.0,57.0,6.29,6.31,3.83,8.436
4863,0.77,Ideal,G,VS1,62.2,56.0,5.9,5.85,3.66,8.055
4864,1.4,Ideal,J,SI1,62.1,57.0,7.17,7.14,4.44,8.756
4865,0.83,Fair,G,SI2,64.4,57.0,5.93,5.86,3.8,7.777
4866,1.0,Ideal,H,VS2,62.5,58.0,6.38,6.33,3.97,8.456
4867,0.56,Ideal,I,IF,61.9,54.0,5.29,5.34,3.29,7.432
4868,1.02,Ideal,H,SI2,60.5,57.0,6.52,6.56,3.95,8.366
4869,1.0,Premium,E,SI2,61.0,62.0,6.41,6.34,3.89,8.343
4870,0.31,Ideal,E,VVS2,61.0,56.0,4.39,4.43,2.69,6.704
4871,0.49,Premium,G,SI1,62.5,58.0,5.03,4.98,3.13,6.933
4872,1.17,Ideal,H,VS2,62.4,58.0,6.73,6.71,4.19,8.788
4873,0.37,Premium,E,VS1,60.4,58.0,4.61,4.66,2.8,6.775
4874,0.51,Ideal,I,SI1,62.5,57.0,5.1,5.07,3.18,7.023
4875,1.0,Premium,F,SI1,60.8,59.0,6.45,6.41,3.91,8.351
4876,0.7,Ideal,E,VS2,60.8,56.0,5.74,5.78,3.5,8.162
4877,0.7,Ideal,E,SI1,60.9,57.0,5.73,5.76,3.5,7.926
4878,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,8.572
4879,0.7,Premium,H,VVS2,58.8,58.0,5.88,5.78,3.43,7.838
4880,0.3,Ideal,E,VS2,62.1,55.0,4.35,4.32,2.69,6.738
4881,1.32,Premium,J,SI2,61.2,59.0,7.08,7.04,4.32,8.333
4882,0.9,Fair,D,SI2,66.9,57.0,6.02,5.9,3.99,7.967
4883,0.34,Premium,F,VS2,61.2,59.0,4.47,4.52,2.75,6.531
4884,1.01,Good,E,SI1,64.3,59.0,6.28,6.31,4.05,8.32
4885,0.53,Ideal,H,VS1,61.7,56.0,5.22,5.18,3.21,7.382
4886,0.38,Very Good,H,VS2,62.8,55.0,4.64,4.66,2.92,6.551
4887,0.58,Very Good,D,VS2,60.2,57.0,5.41,5.45,3.27,7.589
4888,0.55,Ideal,G,VS1,60.9,55.0,5.34,5.37,3.26,7.596
4889,1.43,Fair,E,SI2,66.0,57.0,7.02,7.0,4.63,8.714
4890,1.01,Ideal,G,VS2,61.9,58.0,6.37,6.43,3.96,8.772
4891,0.51,Ideal,G,VVS2,61.8,56.0,5.16,5.1,3.17,7.588
4892,1.02,Premium,F,VS1,61.9,59.0,6.44,6.38,3.97,8.908
4893,1.12,Ideal,F,VS2,61.2,56.0,6.67,6.73,4.11,8.995
4894,0.74,Very Good,E,VVS2,61.9,59.0,5.74,5.77,3.56,8.193
4895,1.02,Ideal,H,VS2,61.8,55.0,6.48,6.51,4.01,8.71
4896,0.91,Very Good,E,SI2,62.5,59.0,6.16,6.23,3.87,8.198
4897,0.41,Premium,F,VS2,61.1,56.0,4.84,4.79,2.94,7.009
4898,0.7,Good,D,SI1,61.3,61.0,5.63,5.69,3.47,8.0
4899,0.9,Good,F,SI2,64.3,57.0,6.16,6.06,3.93,8.074
4900,0.72,Very Good,G,VS2,62.0,56.0,5.75,5.77,3.57,7.855
4901,0.81,Ideal,F,VS1,61.5,55.0,6.01,5.96,3.68,8.277
4902,0.71,Premium,I,VS2,62.1,59.0,5.7,5.73,3.55,7.738
4903,0.72,Premium,E,VS2,61.1,59.0,5.8,5.75,3.53,7.973
4904,1.52,Premium,J,VS1,61.2,59.0,7.39,7.36,4.51,9.032
4905,0.41,Ideal,G,IF,62.0,55.0,4.8,4.81,2.98,7.262
4906,1.52,Premium,I,VVS2,61.6,58.0,7.37,7.41,4.55,9.29
4907,0.31,Very Good,E,VVS2,64.2,55.0,4.24,4.3,2.74,6.581
4908,0.61,Ideal,F,VVS2,62.2,55.0,5.42,5.45,3.38,7.876
4909,1.03,Very Good,G,SI2,63.1,58.0,6.41,6.37,4.03,8.309
4910,1.5,Very Good,F,SI1,63.0,56.0,7.28,7.32,4.6,9.257
4911,0.34,Good,G,SI1,63.4,57.0,4.42,4.45,2.81,6.229
4912,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,6.554
4913,0.41,Good,E,SI1,63.6,56.0,4.7,4.73,3.0,6.558
4914,0.51,Very Good,F,VS1,63.3,57.0,5.06,5.09,3.21,7.394
4915,0.72,Very Good,E,SI1,61.6,58.0,5.74,5.78,3.55,7.897
4916,0.78,Ideal,H,VS2,61.6,56.0,5.94,5.91,3.64,7.996
4917,0.31,Premium,E,VS1,60.2,58.0,4.38,4.43,2.65,6.599
4918,0.4,Ideal,H,VVS1,61.4,57.0,4.74,4.81,2.93,6.925
4919,1.55,Ideal,J,SI1,62.4,57.0,7.5,7.45,4.67,9.024
4920,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,6.358
4921,1.13,Very Good,I,SI1,61.5,60.0,6.68,6.72,4.12,8.469
4922,0.43,Premium,H,VS1,62.3,58.0,4.75,4.81,2.98,6.765
4923,1.11,Ideal,H,SI1,62.6,57.0,6.64,6.59,4.14,8.646
4924,0.32,Premium,E,VS2,60.5,59.0,4.39,4.43,2.67,6.554
4925,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,6.361
4926,0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,7.834
4927,0.32,Very Good,E,SI1,63.1,56.0,4.39,4.36,2.76,6.579
4928,0.7,Good,F,SI1,64.3,63.0,5.55,5.58,3.58,7.578
4929,0.38,Ideal,D,VS1,62.5,56.0,4.67,4.64,2.91,7.039
4930,1.04,Premium,F,VVS2,62.1,56.0,6.54,6.48,4.04,9.061
4931,1.1,Premium,I,SI2,59.3,62.0,6.75,6.7,3.99,8.093
4932,0.98,Fair,F,SI2,61.6,66.0,6.46,6.24,3.92,7.992
4933,0.33,Very Good,D,SI1,62.8,56.0,4.39,4.43,2.77,6.41
4934,1.36,Very Good,H,SI2,61.5,58.0,7.09,7.16,4.38,8.745
4935,0.34,Ideal,E,VS1,59.1,57.0,4.55,4.58,2.7,6.548
4936,0.3,Ideal,F,IF,61.8,56.0,4.29,4.32,2.66,6.787
4937,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,6.479
4938,1.21,Premium,D,VS1,60.2,59.0,6.89,6.86,4.14,9.219
4939,0.31,Good,I,SI1,63.8,55.0,4.34,4.31,2.76,6.26
4940,1.97,Premium,F,SI2,61.1,58.0,8.11,8.05,4.94,9.585
4941,0.4,Very Good,F,VVS2,60.9,52.0,4.81,4.83,2.94,6.956
4942,0.56,Ideal,F,VVS2,61.3,57.0,5.31,5.35,3.26,7.845
4943,0.38,Ideal,G,VS1,62.1,56.0,4.68,4.63,2.89,6.947
4944,1.52,Fair,H,I1,65.4,62.0,7.1,7.02,4.62,8.444
4945,0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,8.083
4946,0.5,Very Good,D,VS2,61.2,55.0,5.07,5.12,3.12,7.428
4947,0.92,Premium,E,SI1,61.3,58.0,6.19,6.25,3.81,8.385
4948,0.26,Premium,H,VVS2,62.4,58.0,4.07,4.04,2.53,6.397
4949,1.28,Premium,E,SI2,62.5,58.0,6.93,6.89,4.32,8.634
4950,0.31,Very Good,I,VS2,62.3,57.0,4.32,4.35,2.7,6.075
4951,1.02,Very Good,G,VS1,63.3,58.0,6.42,6.38,4.05,8.834
4952,0.79,Ideal,I,VS1,61.8,59.0,5.92,5.95,3.67,7.937
4953,0.57,Ideal,F,VS2,59.2,57.0,5.45,5.5,3.24,7.401
4954,0.3,Premium,G,VS1,62.5,59.0,4.32,4.25,2.68,6.668
4955,1.24,Ideal,J,SI1,61.9,56.0,6.95,6.88,4.28,8.542
4956,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,7.27
4957,0.64,Ideal,I,IF,62.0,54.0,5.53,5.56,3.44,7.596
4958,0.7,Ideal,I,VVS1,61.4,55.0,5.7,5.76,3.52,7.82
4959,0.55,Ideal,F,SI1,61.0,56.0,5.28,5.34,3.24,7.237
4960,0.3,Ideal,H,VVS2,62.1,55.0,4.33,4.36,2.7,6.38
4961,0.3,Ideal,E,VS2,61.5,55.0,4.29,4.33,2.65,6.489
4962,0.34,Very Good,G,IF,61.0,56.0,4.5,4.54,2.76,6.829
4963,1.02,Ideal,F,VVS2,62.3,58.0,6.42,6.45,4.01,9.169
4964,1.56,Premium,E,SI2,62.4,60.0,7.36,7.41,4.61,9.201
4965,0.38,Ideal,G,VS2,61.5,54.4,4.65,4.7,2.88,6.644
4966,0.73,Ideal,F,SI1,62.1,55.0,5.75,5.78,3.58,7.945
4967,1.02,Premium,E,VVS1,61.5,59.0,6.41,6.46,3.96,9.311
4968,0.37,Ideal,H,VS1,61.8,55.0,4.63,4.66,2.87,6.504
4969,0.61,Ideal,D,VVS2,62.2,54.0,5.41,5.45,3.38,8.131
4970,0.71,Very Good,G,SI1,63.2,58.0,5.68,5.65,3.58,7.672
4971,1.06,Ideal,H,SI1,62.2,57.0,6.56,6.49,4.06,8.545
4972,0.54,Very Good,E,VVS2,63.3,60.0,5.1,5.17,3.25,7.578
4973,0.37,Very Good,E,VVS1,60.9,56.0,4.65,4.67,2.84,6.961
4974,0.55,Ideal,F,VS2,61.4,57.0,5.26,5.3,3.24,7.614
4975,0.7,Premium,G,SI2,61.8,61.0,5.66,5.63,3.49,7.629
4976,2.03,Ideal,I,SI2,61.1,56.0,8.22,8.17,5.01,9.321
4977,0.33,Ideal,G,VVS1,61.8,55.0,4.47,4.5,2.77,6.731
4978,0.7,Good,H,SI1,61.9,62.0,5.57,5.61,3.46,7.644
4979,0.31,Ideal,F,VVS1,62.4,54.0,4.33,4.35,2.71,6.733
4980,0.25,Very Good,E,VVS2,61.1,61.0,4.03,4.06,2.47,6.279
4981,0.5,Very Good,H,VS1,63.0,56.0,5.02,5.05,3.17,7.251
4982,0.71,Ideal,F,VS2,61.8,56.2,5.7,5.75,3.53,8.047
4983,1.22,Premium,E,SI1,62.6,58.0,6.78,6.8,4.25,8.89
4984,0.23,Very Good,F,VVS1,61.8,57.0,3.94,3.96,2.44,6.368
4985,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,6.773
4986,1.05,Premium,E,SI2,61.5,59.0,6.52,6.58,4.03,8.328
4987,0.58,Ideal,E,VVS2,60.9,56.0,5.41,5.43,3.3,7.94
4988,0.32,Ideal,H,VS1,61.5,57.0,4.42,4.4,2.71,6.579
4989,2.02,Premium,I,SI2,61.4,57.0,8.18,8.08,4.99,9.521
4990,0.41,Ideal,I,SI1,61.7,55.0,4.77,4.8,2.95,6.33
4991,0.4,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,6.751
4992,2.01,Premium,J,SI1,60.3,56.0,8.02,7.96,4.82,9.323
4993,0.46,Very Good,E,VS2,59.8,59.6,5.07,5.14,3.05,7.144
4994,0.56,Ideal,F,VVS2,61.9,56.0,5.29,5.32,3.28,7.809
4995,0.58,Ideal,G,VS2,62.3,53.7,5.35,5.38,3.34,7.398
4996,1.72,Very Good,F,I1,60.5,59.0,7.71,7.8,4.69,8.848
4997,1.01,Very Good,F,VS2,63.2,59.0,6.3,6.36,4.0,8.786
4998,1.0,Very Good,G,VS2,63.4,57.0,6.31,6.27,3.99,8.667
4999,0.54,Ideal,D,SI1,60.7,56.0,5.27,5.3,3.21,7.416
5000,0.72,Premium,F,VS2,62.0,56.0,5.78,5.68,3.55,7.91
5001,0.62,Premium,D,SI2,62.0,59.0,5.48,5.45,3.39,7.483
5002,1.51,Fair,I,SI2,66.0,57.0,7.14,7.0,4.7,8.725
5003,0.42,Ideal,G,SI1,61.6,56.0,4.83,4.85,2.98,7.035
5004,1.2,Ideal,E,VVS1,61.6,57.0,6.83,6.78,4.19,9.518
5005,1.24,Premium,D,SI2,61.4,59.0,6.87,6.91,4.23,8.831
5006,1.1,Premium,J,VS2,61.2,57.0,6.66,6.61,4.06,8.215
5007,0.26,Very Good,E,VVS2,60.9,58.0,4.13,4.15,2.52,6.37
5008,0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,7.39
5009,0.9,Very Good,I,VS2,62.5,57.0,6.12,6.2,3.85,8.074
5010,1.21,Premium,G,VS2,61.5,58.0,6.84,6.81,4.2,8.961
5011,0.76,Very Good,E,SI1,63.0,59.0,5.76,5.8,3.64,7.889
5012,0.96,Premium,G,SI2,61.1,59.0,6.32,6.28,3.85,8.309
5013,0.32,Ideal,G,VVS1,61.1,55.0,4.43,4.45,2.71,6.702
5014,1.58,Very Good,G,SI2,60.0,53.0,7.59,7.64,4.57,9.109
5015,0.25,Ideal,F,SI1,60.1,56.0,4.11,4.13,2.48,6.064
5016,1.01,Ideal,G,VS2,62.7,56.0,6.43,6.39,4.02,8.717
5017,2.0,Good,H,SI1,63.3,59.0,7.96,8.03,5.06,9.776
5018,1.7,Premium,H,VS2,61.9,60.0,7.61,7.57,4.7,9.472
5019,1.43,Fair,E,SI1,65.1,56.0,7.1,7.03,4.61,8.978
5020,0.56,Ideal,H,VS1,61.8,55.0,5.3,5.34,3.29,7.388
5021,1.02,Premium,G,VS2,62.9,58.0,6.41,6.37,4.02,8.629
5022,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,6.866
5023,0.72,Ideal,F,VS2,62.1,54.0,5.76,5.8,3.59,8.003
